Accession,Organism_Name,Species,MPXV_Lineage,Clade,Isolate,Geo_Location,Host,Date,Release_Date,Latitude,Longitude
PX632604.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00780/2025,USA: California,Homo sapiens,2025-10-13,12/9/2025,36.7014631,-118.755997
PX632605.1,Monkeypox virus,Orthopoxvirus monkeypox,E.4,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00776/2025,USA: California,Homo sapiens,2025-10-23,12/9/2025,36.7014631,-118.755997
PX632606.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00778/2025,USA: California,Homo sapiens,2025-10-06,12/9/2025,36.7014631,-118.755997
PX632607.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00779/2025,USA: California,Homo sapiens,2025-10-17,12/9/2025,36.7014631,-118.755997
PX632608.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00781/2025,USA: California,Homo sapiens,2025-10-23,12/9/2025,36.7014631,-118.755997
PX632609.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00777/2025,USA: California,Homo sapiens,2025-10-23,12/9/2025,36.7014631,-118.755997
PX632610.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00783/2025,USA: California,Homo sapiens,2025-10-31,12/9/2025,36.7014631,-118.755997
PX632611.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00789/2025,USA: California,Homo sapiens,2025-11-12,12/9/2025,36.7014631,-118.755997
PX632612.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00791/2025,USA: California,Homo sapiens,2025-10-27,12/9/2025,36.7014631,-118.755997
PX632613.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00784/2025,USA: California,Homo sapiens,2025-10-27,12/9/2025,36.7014631,-118.755997
PX632614.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00786/2025,USA: California,Homo sapiens,2025-10-30,12/9/2025,36.7014631,-118.755997
PX632615.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00794/2025,USA: California,Homo sapiens,2025-10-22,12/9/2025,36.7014631,-118.755997
PX632616.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00785/2025,USA: California,Homo sapiens,2025-11-06,12/9/2025,36.7014631,-118.755997
PX632617.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00790/2025,USA: California,Homo sapiens,2025-10-30,12/9/2025,36.7014631,-118.755997
PX632618.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00787/2025,USA: California,Homo sapiens,2025-10-21,12/9/2025,36.7014631,-118.755997
PX632619.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00788/2025,USA: California,Homo sapiens,2025-10-30,12/9/2025,36.7014631,-118.755997
PX632620.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00792/2025,USA: California,Homo sapiens,2025-11-01,12/9/2025,36.7014631,-118.755997
PX632621.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00782/2025,USA: California,Homo sapiens,2025-10-29,12/9/2025,36.7014631,-118.755997
PX632622.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00793/2025,USA: California,Homo sapiens,2025-10-20,12/9/2025,36.7014631,-118.755997
PX632695.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0334/2025,"USA: IL, Chicago",Homo sapiens,2025-10-15,12/9/2025,41.8755616,-87.6244212
PX632696.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0355/2025,"USA: IL, Chicago",Homo sapiens,2025-11-03,12/9/2025,41.8755616,-87.6244212
PX632697.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0356/2025,"USA: IL, Chicago",Homo sapiens,2025-11-03,12/9/2025,41.8755616,-87.6244212
PX632698.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0357/2025,"USA: IL, Chicago",Homo sapiens,2025-11-03,12/9/2025,41.8755616,-87.6244212
PX632699.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0358/2025,"USA: IL, Chicago",Homo sapiens,2025-11-04,12/9/2025,41.8755616,-87.6244212
PX632700.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0359/2025,"USA: IL, Chicago",Homo sapiens,2025-11-04,12/9/2025,41.8755616,-87.6244212
PX496701.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-38592,USA: Washington,Homo sapiens,2025-10-14,11/22/2025,38.8950368,-77.0365427
PX496702.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.2,IIb,WA-UW-15837,USA: Washington,Homo sapiens,2025-10-21,11/22/2025,38.8950368,-77.0365427
PX496703.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-31851,USA: Washington,Homo sapiens,2025-10-15,11/22/2025,38.8950368,-77.0365427
PX496704.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-16235,USA: Washington,Homo sapiens,2025-10-14,11/22/2025,38.8950368,-77.0365427
PX496705.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.2,IIb,WA-UW-62984,USA: Washington,Homo sapiens,2025-10-24,11/22/2025,38.8950368,-77.0365427
PX496706.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-89481,USA: Washington,Homo sapiens,2025-10-21,11/22/2025,38.8950368,-77.0365427
PX496707.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-39368,USA: Washington,Homo sapiens,2025-10-23,11/22/2025,38.8950368,-77.0365427
PX496708.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-86613,USA: Washington,Homo sapiens,2025-10-16,11/22/2025,38.8950368,-77.0365427
PX496709.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,WA-UW-54581,USA: Washington,Homo sapiens,2025-10-26,11/22/2025,38.8950368,-77.0365427
PX496710.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.2,IIb,WA-UW-68928,USA: Washington,Homo sapiens,2025-10-22,11/22/2025,38.8950368,-77.0365427
PX496711.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.2,IIb,WA-UW-40591,USA: Washington,Homo sapiens,2025-10-16,11/22/2025,38.8950368,-77.0365427
PX513673.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0345/2025,"USA: IL, Chicago",Homo sapiens,2025-10-22,11/22/2025,41.8755616,-87.6244212
PX513674.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0347/2025,"USA: IL, Chicago",Homo sapiens,2025-10-25,11/22/2025,41.8755616,-87.6244212
PX513675.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0348/2025,"USA: IL, Chicago",Homo sapiens,2025-10-25,11/22/2025,41.8755616,-87.6244212
PX513676.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0349/2025,"USA: IL, Chicago",Homo sapiens,2025-10-27,11/22/2025,41.8755616,-87.6244212
PX513677.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0350/2025,"USA: IL, Chicago",Homo sapiens,2025-10-30,11/22/2025,41.8755616,-87.6244212
PX513678.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0351/2025,"USA: IL, Chicago",Homo sapiens,2025-10-30,11/22/2025,41.8755616,-87.6244212
PX513679.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0352/2025,"USA: IL, Chicago",Homo sapiens,2025-10-28,11/22/2025,41.8755616,-87.6244212
PX513680.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,hMpxV/USA/IL-RIPHL-050-0353/2025,"USA: IL, Chicago",Homo sapiens,2025-10-10,11/22/2025,41.8755616,-87.6244212
OZ370001.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,Monkeypox_PT0874_2025,Portugal,Homo sapiens,2025-08-31,11/21/2025,39.6621648,-8.1353519
OZ370002.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,Monkeypox_PT0871_2025,Portugal,Homo sapiens,2025-07-24,11/21/2025,39.6621648,-8.1353519
OZ370098.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox_PT0875_2025,Portugal,Homo sapiens,2025-09-01,11/21/2025,39.6621648,-8.1353519
PX492117.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0290/2025,"USA: IL, Chicago",Homo sapiens,2025-09-14,11/12/2025,41.8755616,-87.6244212
PX492118.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0308/2025,"USA: IL, Chicago",Homo sapiens,2025-10-02,11/12/2025,41.8755616,-87.6244212
PX492119.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0309/2025,"USA: IL, Chicago",Homo sapiens,2025-10-01,11/12/2025,41.8755616,-87.6244212
PX492120.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0310/2025,"USA: IL, Chicago",Homo sapiens,2025-10-01,11/12/2025,41.8755616,-87.6244212
PX492121.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0311/2025,"USA: IL, Chicago",Homo sapiens,2025-10-01,11/12/2025,41.8755616,-87.6244212
PX492122.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0312/2025,"USA: IL, Chicago",Homo sapiens,2025-09-30,11/12/2025,41.8755616,-87.6244212
PX492123.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0313/2025,"USA: IL, Chicago",Homo sapiens,2025-09-29,11/12/2025,41.8755616,-87.6244212
PX492124.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0314/2025,"USA: IL, Chicago",Homo sapiens,2025-09-29,11/12/2025,41.8755616,-87.6244212
PX492125.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0315/2025,"USA: IL, Chicago",Homo sapiens,2025-09-29,11/12/2025,41.8755616,-87.6244212
PX492126.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0316/2025,"USA: IL, Chicago",Homo sapiens,2025-09-27,11/12/2025,41.8755616,-87.6244212
PX492127.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0317/2025,"USA: IL, Chicago",Homo sapiens,2025-09-26,11/12/2025,41.8755616,-87.6244212
PX492128.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0318/2025,"USA: IL, Chicago",Homo sapiens,2025-09-26,11/12/2025,41.8755616,-87.6244212
PX492129.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0319/2025,"USA: IL, Chicago",Homo sapiens,2025-09-25,11/12/2025,41.8755616,-87.6244212
PX492130.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0320/2025,"USA: IL, Chicago",Homo sapiens,2025-09-25,11/12/2025,41.8755616,-87.6244212
PX492131.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0321/2025,"USA: IL, Chicago",Homo sapiens,2025-09-25,11/12/2025,41.8755616,-87.6244212
PX492132.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0322/2025,"USA: IL, Chicago",Homo sapiens,2025-09-24,11/12/2025,41.8755616,-87.6244212
PX492133.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,hMpxV/USA/IL-RIPHL-050-0323/2025,"USA: IL, Chicago",Homo sapiens,2025-09-23,11/12/2025,41.8755616,-87.6244212
PX492134.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0324/2025,"USA: IL, Chicago",Homo sapiens,2025-09-22,11/12/2025,41.8755616,-87.6244212
PX492135.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0335/2025,"USA: IL, Chicago",Homo sapiens,2025-10-13,11/12/2025,41.8755616,-87.6244212
PX492136.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0325/2025,"USA: IL, Chicago",Homo sapiens,2025-10-07,11/12/2025,41.8755616,-87.6244212
PX492137.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0326/2025,"USA: IL, Chicago",Homo sapiens,2025-10-07,11/12/2025,41.8755616,-87.6244212
PX492138.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0327/2025,"USA: IL, Chicago",Homo sapiens,2025-10-06,11/12/2025,41.8755616,-87.6244212
PX492139.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0328/2025,"USA: IL, Chicago",Homo sapiens,2025-10-06,11/12/2025,41.8755616,-87.6244212
PX492140.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0329/2025,"USA: IL, Chicago",Homo sapiens,2025-10-06,11/12/2025,41.8755616,-87.6244212
PX492141.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0330/2025,"USA: IL, Chicago",Homo sapiens,2025-10-06,11/12/2025,41.8755616,-87.6244212
PX492142.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0332/2025,"USA: IL, Chicago",Homo sapiens,2025-10-03,11/12/2025,41.8755616,-87.6244212
PX492143.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0333/2025,"USA: IL, Chicago",Homo sapiens,2025-10-09,11/12/2025,41.8755616,-87.6244212
PX492144.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0339/2025,"USA: IL, Chicago",Homo sapiens,2025-10-14,11/12/2025,41.8755616,-87.6244212
PX492145.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0337/2025,"USA: IL, Chicago",Homo sapiens,2025-10-20,11/12/2025,41.8755616,-87.6244212
PX492146.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0338/2025,"USA: IL, Chicago",Homo sapiens,2025-10-20,11/12/2025,41.8755616,-87.6244212
PX495042.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0340/2025,"USA: IL, Chicago",Homo sapiens,2025-10-17,11/12/2025,41.8755616,-87.6244212
PX495043.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0341/2025,"USA: IL, Chicago",Homo sapiens,2025-10-20,11/12/2025,41.8755616,-87.6244212
PX495044.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0342/2025,"USA: IL, Chicago",Homo sapiens,2025-10-21,11/12/2025,41.8755616,-87.6244212
PX495045.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0343/2025,"USA: IL, Chicago",Homo sapiens,2025-10-21,11/12/2025,41.8755616,-87.6244212
PX495046.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0344/2025,"USA: IL, Chicago",Homo sapiens,2025-10-21,11/12/2025,41.8755616,-87.6244212
PX485238.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-02142,USA: Washington,Homo sapiens,2025-10-02,11/5/2025,38.8950368,-77.0365427
PX485239.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-40006,USA: Washington,Homo sapiens,2025-10-08,11/5/2025,38.8950368,-77.0365427
PX485240.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-73380,USA: Washington,Homo sapiens,2025-10-01,11/5/2025,38.8950368,-77.0365427
PX485241.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-81857,USA: Washington,Homo sapiens,2025-09-22,11/5/2025,38.8950368,-77.0365427
PX485242.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-90224,USA: Washington,Homo sapiens,2025-09-05,11/5/2025,38.8950368,-77.0365427
PX485243.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-55197,USA: Washington,Homo sapiens,2025-09-12,11/5/2025,38.8950368,-77.0365427
PX485244.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-58061,USA: Washington,Homo sapiens,2025-09-19,11/5/2025,38.8950368,-77.0365427
PX485245.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-18240,USA: Washington,Homo sapiens,2025-09-11,11/5/2025,38.8950368,-77.0365427
PX485246.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-71871,USA: Washington,Homo sapiens,2025-10-02,11/5/2025,38.8950368,-77.0365427
PX485247.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-53636,USA: Washington,Homo sapiens,2025-09-24,11/5/2025,38.8950368,-77.0365427
PX485248.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-54827,USA: Washington,Homo sapiens,2025-09-04,11/5/2025,38.8950368,-77.0365427
PX485249.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-02533,USA: Washington,Homo sapiens,2025-09-29,11/5/2025,38.8950368,-77.0365427
PX485250.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-55906,USA: Washington,Homo sapiens,2025-09-25,11/5/2025,38.8950368,-77.0365427
PX485251.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-13564,USA: Washington,Homo sapiens,2025-09-19,11/5/2025,38.8950368,-77.0365427
PX485252.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-97640,USA: Washington,Homo sapiens,2025-09-22,11/5/2025,38.8950368,-77.0365427
PX485253.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-19091,USA: Washington,Homo sapiens,2025-09-17,11/5/2025,38.8950368,-77.0365427
PX485254.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-23651,USA: Washington,Homo sapiens,2025-09-30,11/5/2025,38.8950368,-77.0365427
PX485255.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-43560,USA: Washington,Homo sapiens,2025-09-29,11/5/2025,38.8950368,-77.0365427
PX485256.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-55470,USA: Washington,Homo sapiens,2025-09-22,11/5/2025,38.8950368,-77.0365427
PX485257.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-26216,USA: Washington,Homo sapiens,2025-09-08,11/5/2025,38.8950368,-77.0365427
PX485258.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-64545,USA: Washington,Homo sapiens,2025-09-08,11/5/2025,38.8950368,-77.0365427
PX485259.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-90808,USA: Washington,Homo sapiens,2025-09-24,11/5/2025,38.8950368,-77.0365427
PX475175.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0291/2025,"USA: IL, Chicago",Homo sapiens,2025-09-09,11/2/2025,41.8755616,-87.6244212
PX475176.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0292/2025,"USA: IL, Chicago",Homo sapiens,2025-09-09,11/2/2025,41.8755616,-87.6244212
PX475177.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0293/2025,"USA: IL, Chicago",Homo sapiens,2025-09-12,11/2/2025,41.8755616,-87.6244212
PX475178.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0294/2025,"USA: IL, Chicago",Homo sapiens,2025-09-13,11/2/2025,41.8755616,-87.6244212
PX475179.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,hMpxV/USA/IL-RIPHL-050-0296/2025,"USA: IL, Chicago",Homo sapiens,2025-09-15,11/2/2025,41.8755616,-87.6244212
PX475180.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0298/2025,"USA: IL, Chicago",Homo sapiens,2025-09-15,11/2/2025,41.8755616,-87.6244212
PX475181.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0299/2025,"USA: IL, Chicago",Homo sapiens,2025-09-18,11/2/2025,41.8755616,-87.6244212
PX475182.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0300/2025,"USA: IL, Chicago",Homo sapiens,2025-09-18,11/2/2025,41.8755616,-87.6244212
PX475183.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0301/2025,"USA: IL, Chicago",Homo sapiens,2025-09-17,11/2/2025,41.8755616,-87.6244212
PX475184.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0302/2025,"USA: IL, Chicago",Homo sapiens,2025-09-19,11/2/2025,41.8755616,-87.6244212
PX475185.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0303/2025,"USA: IL, Chicago",Homo sapiens,2025-09-17,11/2/2025,41.8755616,-87.6244212
PX475186.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0304/2025,"USA: IL, Chicago",Homo sapiens,2025-09-19,11/2/2025,41.8755616,-87.6244212
PX475187.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0305/2025,"USA: IL, Chicago",Homo sapiens,2025-09-23,11/2/2025,41.8755616,-87.6244212
PX475188.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,hMpxV/USA/IL-RIPHL-050-0306/2025,"USA: IL, Chicago",Homo sapiens,2025-09-23,11/2/2025,41.8755616,-87.6244212
PX475189.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,hMpxV/USA/IL-RIPHL-050-0307/2025,"USA: IL, Chicago",Homo sapiens,2025-09-23,11/2/2025,41.8755616,-87.6244212
PX454709.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV-BY-IMB25241,Germany,Homo sapiens,2022-05-19,10/28/2025,51.1638175,10.4478313
PX466764.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0271/2025,"USA: IL, Chicago",Homo sapiens,2025-09-05,10/26/2025,41.8755616,-87.6244212
PX466765.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0276/2025,"USA: IL, Chicago",Homo sapiens,2025-09-02,10/26/2025,41.8755616,-87.6244212
PX466766.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0278/2025,"USA: IL, Chicago",Homo sapiens,2025-09-13,10/26/2025,41.8755616,-87.6244212
PX466767.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,hMpxV/USA/IL-RIPHL-004-0279/2025,"USA: IL, Chicago",Homo sapiens,2025-09-12,10/26/2025,41.8755616,-87.6244212
PX466768.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0280/2025,"USA: IL, Chicago",Homo sapiens,2025-09-12,10/26/2025,41.8755616,-87.6244212
PX466769.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,hMpxV/USA/IL-RIPHL-050-0281/2025,"USA: IL, Chicago",Homo sapiens,2025-09-10,10/26/2025,41.8755616,-87.6244212
PX466770.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0282/2025,"USA: IL, Chicago",Homo sapiens,2025-09-10,10/26/2025,41.8755616,-87.6244212
PX466771.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,hMpxV/USA/IL-RIPHL-050-0283/2025,"USA: IL, Chicago",Homo sapiens,2025-09-09,10/26/2025,41.8755616,-87.6244212
PX466772.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0284/2025,"USA: IL, Chicago",Homo sapiens,2025-09-09,10/26/2025,41.8755616,-87.6244212
PX466773.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0286/2025,"USA: IL, Chicago",Homo sapiens,2025-09-08,10/26/2025,41.8755616,-87.6244212
PX466774.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0287/2025,"USA: IL, Chicago",Homo sapiens,2025-09-08,10/26/2025,41.8755616,-87.6244212
