Accession,Organism_Name,Species,MPXV_Lineage,Clade,Isolate,Geo_Location,Host,Collection_Date,Release_Date
PX715209.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00813/2025,USA: California,Homo sapiens,11/14/2025,12/23/2025
PX715210.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00810/2025,USA: California,Homo sapiens,11/6/2025,12/23/2025
PX715211.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00811/2025,USA: California,Homo sapiens,11/8/2025,12/23/2025
PX715212.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00798/2025,USA: California,Homo sapiens,11/7/2025,12/23/2025
PX715213.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00806/2025,USA: California,Homo sapiens,11/10/2025,12/23/2025
PX632589.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00762/2025,USA: California,Homo sapiens,9/30/2025,12/9/2025
PX632590.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00760/2025,USA: California,Homo sapiens,8/5/2025,12/9/2025
PX632591.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00772/2025,USA: California,Homo sapiens,8/14/2025,12/9/2025
PX632592.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00766/2025,USA: California,Homo sapiens,8/19/2025,12/9/2025
PX632593.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00764/2025,USA: California,Homo sapiens,10/6/2025,12/9/2025
PX632594.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00761/2025,USA: California,Homo sapiens,9/5/2025,12/9/2025
PX632595.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00771/2025,USA: California,Homo sapiens,9/13/2025,12/9/2025
PX632596.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00773/2025,USA: California,Homo sapiens,8/12/2025,12/9/2025
PX632597.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00767/2025,USA: California,Homo sapiens,9/19/2025,12/9/2025
PX632598.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00765/2025,USA: California,Homo sapiens,9/12/2025,12/9/2025
PX632599.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00763/2025,USA: California,Homo sapiens,10/4/2025,12/9/2025
PX632600.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00770/2025,USA: California,Homo sapiens,8/16/2025,12/9/2025
PX632601.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00768/2025,USA: California,Homo sapiens,10/17/2025,12/9/2025
PX632602.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00775/2025,USA: California,Homo sapiens,8/13/2025,12/9/2025
PX632603.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00769/2025,USA: California,Homo sapiens,10/10/2025,12/9/2025
PX632604.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00780/2025,USA: California,Homo sapiens,10/13/2025,12/9/2025
PX632605.1,Monkeypox virus,Orthopoxvirus monkeypox,E.4,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00776/2025,USA: California,Homo sapiens,10/23/2025,12/9/2025
PX632606.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00778/2025,USA: California,Homo sapiens,10/6/2025,12/9/2025
PX632607.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00779/2025,USA: California,Homo sapiens,10/17/2025,12/9/2025
PX632608.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00781/2025,USA: California,Homo sapiens,10/23/2025,12/9/2025
PX632609.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00777/2025,USA: California,Homo sapiens,10/23/2025,12/9/2025
PX632610.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00783/2025,USA: California,Homo sapiens,10/31/2025,12/9/2025
PX632611.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00789/2025,USA: California,Homo sapiens,11/12/2025,12/9/2025
PX632612.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00791/2025,USA: California,Homo sapiens,10/27/2025,12/9/2025
PX632613.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00784/2025,USA: California,Homo sapiens,10/27/2025,12/9/2025
PX632614.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00786/2025,USA: California,Homo sapiens,10/30/2025,12/9/2025
PX632615.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00794/2025,USA: California,Homo sapiens,10/22/2025,12/9/2025
PX632616.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00785/2025,USA: California,Homo sapiens,11/6/2025,12/9/2025
PX632617.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00790/2025,USA: California,Homo sapiens,10/30/2025,12/9/2025
PX632618.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00787/2025,USA: California,Homo sapiens,10/21/2025,12/9/2025
PX632619.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00788/2025,USA: California,Homo sapiens,10/30/2025,12/9/2025
PX632620.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00792/2025,USA: California,Homo sapiens,11/1/2025,12/9/2025
PX632621.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00782/2025,USA: California,Homo sapiens,10/29/2025,12/9/2025
PX632622.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00793/2025,USA: California,Homo sapiens,10/20/2025,12/9/2025
PX632695.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0334/2025,"USA: IL, Chicago",Homo sapiens,10/15/2025,12/9/2025
PX632696.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0355/2025,"USA: IL, Chicago",Homo sapiens,11/3/2025,12/9/2025
PX632697.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0356/2025,"USA: IL, Chicago",Homo sapiens,11/3/2025,12/9/2025
PX632698.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0357/2025,"USA: IL, Chicago",Homo sapiens,11/3/2025,12/9/2025
PX632699.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0358/2025,"USA: IL, Chicago",Homo sapiens,11/4/2025,12/9/2025
PX632700.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0359/2025,"USA: IL, Chicago",Homo sapiens,11/4/2025,12/9/2025
OZ375330.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib/IIb,MPXV_UK_2025_GD25-156,United Kingdom,,2025-10,12/6/2025
PX496701.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-38592,USA: Washington,Homo sapiens,10/14/2025,11/22/2025
PX496702.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.2,IIb,WA-UW-15837,USA: Washington,Homo sapiens,10/21/2025,11/22/2025
PX496703.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-31851,USA: Washington,Homo sapiens,10/15/2025,11/22/2025
PX496704.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-16235,USA: Washington,Homo sapiens,10/14/2025,11/22/2025
PX496705.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.2,IIb,WA-UW-62984,USA: Washington,Homo sapiens,10/24/2025,11/22/2025
PX496706.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-89481,USA: Washington,Homo sapiens,10/21/2025,11/22/2025
PX496707.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-39368,USA: Washington,Homo sapiens,10/23/2025,11/22/2025
PX496708.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-86613,USA: Washington,Homo sapiens,10/16/2025,11/22/2025
PX496709.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,WA-UW-54581,USA: Washington,Homo sapiens,10/26/2025,11/22/2025
PX496710.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.2,IIb,WA-UW-68928,USA: Washington,Homo sapiens,10/22/2025,11/22/2025
PX496711.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.2,IIb,WA-UW-40591,USA: Washington,Homo sapiens,10/16/2025,11/22/2025
PX513673.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0345/2025,"USA: IL, Chicago",Homo sapiens,10/22/2025,11/22/2025
PX513674.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0347/2025,"USA: IL, Chicago",Homo sapiens,10/25/2025,11/22/2025
PX513675.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0348/2025,"USA: IL, Chicago",Homo sapiens,10/25/2025,11/22/2025
PX513676.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0349/2025,"USA: IL, Chicago",Homo sapiens,10/27/2025,11/22/2025
PX513677.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0350/2025,"USA: IL, Chicago",Homo sapiens,10/30/2025,11/22/2025
PX513678.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0351/2025,"USA: IL, Chicago",Homo sapiens,10/30/2025,11/22/2025
PX513679.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0352/2025,"USA: IL, Chicago",Homo sapiens,10/28/2025,11/22/2025
PX513680.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,hMpxV/USA/IL-RIPHL-050-0353/2025,"USA: IL, Chicago",Homo sapiens,10/10/2025,11/22/2025
OZ370001.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,Monkeypox_PT0874_2025,Portugal,Homo sapiens,8/31/2025,11/21/2025
OZ370002.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,Monkeypox_PT0871_2025,Portugal,Homo sapiens,7/24/2025,11/21/2025
OZ370097.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,Monkeypox_PT0882_2025,Portugal,Homo sapiens,10/10/2025,11/21/2025
OZ370098.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,Monkeypox_PT0875_2025,Portugal,Homo sapiens,9/1/2025,11/21/2025
PX488348.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/human/CHN/2023/IQTC-IM230523,China,Homo sapiens,2023-06,11/12/2025
PX488349.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,MPXV/human/CHN/2025/IQTC-IM250966,China,Homo sapiens,2025-02,11/12/2025
PX492117.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0290/2025,"USA: IL, Chicago",Homo sapiens,9/14/2025,11/12/2025
PX492118.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0308/2025,"USA: IL, Chicago",Homo sapiens,10/2/2025,11/12/2025
PX492119.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0309/2025,"USA: IL, Chicago",Homo sapiens,10/1/2025,11/12/2025
PX492120.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0310/2025,"USA: IL, Chicago",Homo sapiens,10/1/2025,11/12/2025
PX492121.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0311/2025,"USA: IL, Chicago",Homo sapiens,10/1/2025,11/12/2025
PX492122.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0312/2025,"USA: IL, Chicago",Homo sapiens,9/30/2025,11/12/2025
PX492123.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0313/2025,"USA: IL, Chicago",Homo sapiens,9/29/2025,11/12/2025
PX492124.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0314/2025,"USA: IL, Chicago",Homo sapiens,9/29/2025,11/12/2025
PX492125.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0315/2025,"USA: IL, Chicago",Homo sapiens,9/29/2025,11/12/2025
PX492126.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0316/2025,"USA: IL, Chicago",Homo sapiens,9/27/2025,11/12/2025
PX492127.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0317/2025,"USA: IL, Chicago",Homo sapiens,9/26/2025,11/12/2025
PX492128.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0318/2025,"USA: IL, Chicago",Homo sapiens,9/26/2025,11/12/2025
PX492129.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0319/2025,"USA: IL, Chicago",Homo sapiens,9/25/2025,11/12/2025
PX492130.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0320/2025,"USA: IL, Chicago",Homo sapiens,9/25/2025,11/12/2025
PX492131.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0321/2025,"USA: IL, Chicago",Homo sapiens,9/25/2025,11/12/2025
PX492132.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0322/2025,"USA: IL, Chicago",Homo sapiens,9/24/2025,11/12/2025
PX492133.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,hMpxV/USA/IL-RIPHL-050-0323/2025,"USA: IL, Chicago",Homo sapiens,9/23/2025,11/12/2025
PX492134.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0324/2025,"USA: IL, Chicago",Homo sapiens,9/22/2025,11/12/2025
PX492135.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0335/2025,"USA: IL, Chicago",Homo sapiens,10/13/2025,11/12/2025
PX492136.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0325/2025,"USA: IL, Chicago",Homo sapiens,10/7/2025,11/12/2025
PX492137.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0326/2025,"USA: IL, Chicago",Homo sapiens,10/7/2025,11/12/2025
PX492138.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0327/2025,"USA: IL, Chicago",Homo sapiens,10/6/2025,11/12/2025
PX492139.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0328/2025,"USA: IL, Chicago",Homo sapiens,10/6/2025,11/12/2025
PX492140.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0329/2025,"USA: IL, Chicago",Homo sapiens,10/6/2025,11/12/2025
PX492141.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0330/2025,"USA: IL, Chicago",Homo sapiens,10/6/2025,11/12/2025
PX492142.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0332/2025,"USA: IL, Chicago",Homo sapiens,10/3/2025,11/12/2025
PX492143.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0333/2025,"USA: IL, Chicago",Homo sapiens,10/9/2025,11/12/2025
PX492144.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0339/2025,"USA: IL, Chicago",Homo sapiens,10/14/2025,11/12/2025
PX492145.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0337/2025,"USA: IL, Chicago",Homo sapiens,10/20/2025,11/12/2025
PX492146.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0338/2025,"USA: IL, Chicago",Homo sapiens,10/20/2025,11/12/2025
PX495042.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0340/2025,"USA: IL, Chicago",Homo sapiens,10/17/2025,11/12/2025
PX495043.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0341/2025,"USA: IL, Chicago",Homo sapiens,10/20/2025,11/12/2025
PX495044.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0342/2025,"USA: IL, Chicago",Homo sapiens,10/21/2025,11/12/2025
PX495045.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0343/2025,"USA: IL, Chicago",Homo sapiens,10/21/2025,11/12/2025
PX495046.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0344/2025,"USA: IL, Chicago",Homo sapiens,10/21/2025,11/12/2025
PX485238.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-02142,USA: Washington,Homo sapiens,10/2/2025,11/5/2025
PX485239.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-40006,USA: Washington,Homo sapiens,10/8/2025,11/5/2025
PX485240.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-73380,USA: Washington,Homo sapiens,10/1/2025,11/5/2025
PX485241.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-81857,USA: Washington,Homo sapiens,9/22/2025,11/5/2025
PX485242.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-90224,USA: Washington,Homo sapiens,9/5/2025,11/5/2025
PX485243.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-55197,USA: Washington,Homo sapiens,9/12/2025,11/5/2025
PX485244.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-58061,USA: Washington,Homo sapiens,9/19/2025,11/5/2025
PX485245.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-18240,USA: Washington,Homo sapiens,9/11/2025,11/5/2025
PX485246.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-71871,USA: Washington,Homo sapiens,10/2/2025,11/5/2025
PX485247.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-53636,USA: Washington,Homo sapiens,9/24/2025,11/5/2025
PX485248.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-54827,USA: Washington,Homo sapiens,9/4/2025,11/5/2025
PX485249.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-02533,USA: Washington,Homo sapiens,9/29/2025,11/5/2025
PX485250.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-55906,USA: Washington,Homo sapiens,9/25/2025,11/5/2025
PX485251.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-13564,USA: Washington,Homo sapiens,9/19/2025,11/5/2025
PX485252.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-97640,USA: Washington,Homo sapiens,9/22/2025,11/5/2025
PX485253.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-19091,USA: Washington,Homo sapiens,9/17/2025,11/5/2025
PX485254.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-23651,USA: Washington,Homo sapiens,9/30/2025,11/5/2025
PX485255.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-43560,USA: Washington,Homo sapiens,9/29/2025,11/5/2025
PX485256.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-55470,USA: Washington,Homo sapiens,9/22/2025,11/5/2025
PX485257.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-26216,USA: Washington,Homo sapiens,9/8/2025,11/5/2025
PX485258.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-64545,USA: Washington,Homo sapiens,9/8/2025,11/5/2025
PX485259.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,WA-UW-90808,USA: Washington,Homo sapiens,9/24/2025,11/5/2025
PX480709.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,MPXV_USA_2025_CA0102,USA: CA,Homo sapiens,9/23/2025,11/3/2025
PX480710.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,MPXV_USA_2025_CA0104,USA: CA,Homo sapiens,10/3/2025,11/3/2025
PX475175.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0291/2025,"USA: IL, Chicago",Homo sapiens,9/9/2025,11/2/2025
PX475176.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0292/2025,"USA: IL, Chicago",Homo sapiens,9/9/2025,11/2/2025
PX475177.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0293/2025,"USA: IL, Chicago",Homo sapiens,9/12/2025,11/2/2025
PX475178.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0294/2025,"USA: IL, Chicago",Homo sapiens,9/13/2025,11/2/2025
PX475179.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,hMpxV/USA/IL-RIPHL-050-0296/2025,"USA: IL, Chicago",Homo sapiens,9/15/2025,11/2/2025
PX475180.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0298/2025,"USA: IL, Chicago",Homo sapiens,9/15/2025,11/2/2025
PX475181.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0299/2025,"USA: IL, Chicago",Homo sapiens,9/18/2025,11/2/2025
PX475182.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0300/2025,"USA: IL, Chicago",Homo sapiens,9/18/2025,11/2/2025
PX475183.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0301/2025,"USA: IL, Chicago",Homo sapiens,9/17/2025,11/2/2025
PX475184.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0302/2025,"USA: IL, Chicago",Homo sapiens,9/19/2025,11/2/2025
PX475185.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0303/2025,"USA: IL, Chicago",Homo sapiens,9/17/2025,11/2/2025
PX475186.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-050-0304/2025,"USA: IL, Chicago",Homo sapiens,9/19/2025,11/2/2025
PX475187.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-050-0305/2025,"USA: IL, Chicago",Homo sapiens,9/23/2025,11/2/2025
PX475188.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,hMpxV/USA/IL-RIPHL-050-0306/2025,"USA: IL, Chicago",Homo sapiens,9/23/2025,11/2/2025
PX475189.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3.1,IIb,hMpxV/USA/IL-RIPHL-050-0307/2025,"USA: IL, Chicago",Homo sapiens,9/23/2025,11/2/2025
PX454709.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV-BY-IMB25241,Germany,Homo sapiens,5/19/2022,10/28/2025
PX466764.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0271/2025,"USA: IL, Chicago",Homo sapiens,9/5/2025,10/26/2025
PX466765.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0276/2025,"USA: IL, Chicago",Homo sapiens,9/2/2025,10/26/2025
PX466766.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-004-0278/2025,"USA: IL, Chicago",Homo sapiens,9/13/2025,10/26/2025
